标志（#为普通文本，&为选项文本）,ID,场景,人名,头像框,立绘,演出,内容,跳转,音效,备注,影响数值,影响量,启动事件,需要数值,需求量,时间,音乐
,34,,,,,,反正你不可能坐以待毙，只得死马当活马医了。,,,,,,,,,,
,35,,姜韶平,姜韶平-认命,,,行吧……,,,,,,,,,,
,36,,,姜韶平-恼怒,,,陈玉澍，你等着，我一定会,,,,,,,,,,
,37,,,姜韶平-叹气,,,陈玉澍，你等着，我一定会——唉！,,,,,,,,,,
,38,,旁白,空,,,就连狠话都不知道该怎么放，你收拾了下，怀着忍辱负重的心情再次来到天环大厦。,,,,,,,,,,
,39,,空,,空,黑屏,,,地铁,场景弹窗,,,,,,,
,40,场景-天环大厦大堂,姜韶平,姜韶平-平淡,空,空,你好，我找66层，煌玉娱乐。,,,无刷屏转场+音效淡出,,,,,,,
,41,,前台,空,,,有预约吗？,,,,,,,,,,
,42,,姜韶平,姜韶平-说话,,,没有，但是……,,,,,,,,,,
,43,,空,空,,,,,电梯开门,,,,,,,,
,44,,旁白,,,,你听到电梯打开的声音，随后是复数的脚步声朝你走来。,,走路,,,,,,,,
,45,,阿福,,阿福-说话,,喔唷，你来了啊。,,,正立绘渐入,,,,,,,
,46,,阿宝,,阿宝-说话,,律师函还是很有用的嘛。,,,正立绘移右+新立绘左渐入,,,,,,,
,47,,姜韶平,姜韶平-惊讶,,,你们俩……,,,,,,,,,,
,48,,,姜韶平-惊吓,,,你们俩……陈、陈姐！,,,,,,,,,,
,49,,旁白,空,陈玉澍-平淡,,走在阿福阿宝身后的，正是陈姐本人。,,,正立绘渐入,,,,,,,
,50,,,,,,看来她们正准备出去。来得很是时候。,,,,,,,,,,
,51,,姜韶平,姜韶平-惊吓,,,陈姐，我有话想跟您说……,,,,,,,,,,
,52,,陈玉澍,空,陈玉澍-说话,,契据签好了吗？,,,,,,,,,,
,53,,姜韶平,姜韶平-尴尬,,,呃，没有，不是这个事……,,,,,,,,,,
,54,,陈玉澍,空,陈玉澍-平淡,,那就别说了，签好了再来吧。,,,,,,,,,,
,55,场景-路边的轿车,旁白,,空,,三人并未为你停下脚步，继续往门外走，那里已经停了一辆高级轿车。,,,无刷屏转场,,,,,,,
,56,,,,,,你加快脚步跟上去。,,,,,,,,,,
,57,,姜韶平,姜韶平-错愕,,,等等！陈姐！您说好的三个月，怎么能现在就告我！,,,,,,,,,,
,58,,,姜韶平-恼怒,,,律师费我也不会认的，这不合理！,,,,,,,,,,
,59,,,,,,契据我不能签，但是……,,,,,,,,,,
,60,,旁白,空,,,一行人走到车前，阿福拉开车门，陈姐和阿宝进了车厢。,,开车门,,,,,,,,
,61,,阿福,,阿福-说话,,对不住啦，老妹。,,,正立绘渐入,,,,,,,
,62,,旁白,,,,眼见着阿福就要关上后门，你深知不能再等了，必须立刻做出行动。,,,,,,,,,,
&,63,,,,,,冲进车里,65,,,,,,,,,
&,64,,,,,,大喊,88,,,,,,,,,
#,65,,,,,,你不知道从哪冒出的莽劲，勾起身子跳进车厢内，猛地将阿宝挤到中间。,,,画面抖动+音乐渐入,一家三口,104,,,,,搞怪
,66,,阿福,,阿福-恼怒,,唉哟！,,,,陈玉澍好感度,1,,,,,
,67,,,,,,喂你干什么！赶紧下来！,,,,,,,,,,
,68,,阿宝,,阿宝-生闷气,,出去出去！挤死我啦！,,,,,,,,,,
,69,,旁白,,,,你死死抓住门把，与拉着另一侧门把的阿福对抗，反应过来的阿宝也奋力想将你推出车内。,,拧绳子,,,,,,,,
,70,,姜韶平,姜韶平-咬牙,,,陈姐不听我说我就不下去！,,,头像框振动,,,,,,,
,71,,陈玉澍,空,陈玉澍-闭眼-说话,,行行行，停。,,,,,,,,,,
,72,,旁白,,空,,陈姐一挥手，两人立马松手，车门被你呯地带上了。,,重关车门,,,,,,,,
,73,场景-车内,空,,,,,,,无刷屏转场+音乐淡出,,,,,,,
,74,,陈玉澍,,陈玉澍-平淡,,说吧。,,,正立绘渐入,,,,,,,
,75,,姜韶平,姜韶平-无语,,,呼、呼……,,,,,,,,,,
,76,,旁白,空,,,关上车门，瞬间变得安静。你平息着呼吸，转身便是陈姐。,,,,,,,,,,
,77,,,,,,狭小的空间内，陈姐离你那么近，无处可逃的人反而像你自己。,,,,,,,,,,
,78,,姜韶平,姜韶平-松了口气,,,呼……,,,,,,,,,,
,79,,,姜韶平-恼怒,,,呼……我就是想说……只要不签契据，让我干活，我可以干。,,,,,,,,,,
,80,,,,,,剧本、评论、通稿……只要您付点钱，我都可以写。,,,,,,,,,,
,81,,,姜韶平-恼羞成怒,,,您设局整我，不就是想要这些吗？,,,,,,,,,,
,82,,陈玉澍,空,陈玉澍-平淡-挑眉,,你是这么认为的？,,,,,,,,,,
,83,,姜韶平,姜韶平-恼怒,,,不、不然呢。,,,,,,,,,,
,84,,旁白,空,,,她的语气冰冷而平静，几乎要打散你刚鼓足的热血和鲁莽。,,,,,,,,,,
,85,,陈玉澍,,陈玉澍-闭眼,,哼…走吧。,,,,,,,,,,
,86,,旁白,,空,,她示意司机，阿福也立刻坐进副驾，车子启动了。,,汽车启动,,,,,,,,
,87,,空,空,空,黑屏,,104,,黑屏渐入,,,,,,,
,88,场景-路边的轿车,旁白,,,空,不给你思考的时间，阿福关上后门，坐进副驾。,,轻关车门,音乐渐入,无电灯泡,105,,,,,搞怪
,89,,,,,,没办法了，你卯足了劲大喊。,,,,陈玉澍好感度,2,,,,,
,90,,姜韶平,姜韶平-恼羞成怒,,,——你不就是要我帮你干活吗！！我干就是了！！,,,,,,,,,,
,91,,旁白,空,,,车子无情地开走了。,,汽车启动,,,,,,,,
,92,,,,,,在你以为就要落空之际，车子在前方几米处忽然停下了。,,,,,,,,,,
,93,,姜韶平,姜韶平-惊讶,,,……？,,,,,,,,,,
,94,,旁白,空,阿福-默认+阿宝-平淡,,前后门同时打开了。,,,,,,,,,,
,95,,,,阿福-默认,,前后门同时打开了。阿福绕过车头，和原先的司机交换了驾驶位，阿宝则坐进了副驾驶。,,,,,,,,,,
,96,,阿福,,阿福-说话,,来不来了还？,,,,,,,,,,
,97,,姜韶平,姜韶平-尴尬,,,来、来了来了……,,,,,,,,,,
,98,,旁白,空,空,,你小跑过去，后门开着，靠里的一侧坐着陈姐。,,,,,,,,,,
,99,,,,,,你忽然有点犯怵。,,,,,,,,,,
,100,,陈玉澍,,陈玉澍-玩味,,怎么了？不是你想来的吗？,,,正立绘渐入,,,,,,,
,101,,旁白,,空,,你还是坐了进去，小心翼翼关上门。,,轻关车门,音乐淡出,,,,,,,
,102,,,,,,车子再次启动。,,汽车启动,,,,,,,,
,103,空,空,,空,黑屏,,105,,黑屏渐入,,,,,,,
&,104,,,,,,,106,,,,,,一家三口,65,,
&,105,,,,,,,129,,,,,,无电灯泡,88,,
#,106,,旁白,空,空,CG-陈姐阿宝小平车内,车开得平稳，路却弯弯绕绕，难免会朝旁边的人滑去。,,车子行进,CG渐入,,,,,,,
,107,,,,,,阿宝为了尽力给陈姐留出空间，拼命将你挤到门上，几乎是躺在了你身上。,,,,,,,,,,
,108,,,,,,你不禁想，这别扭的姿势到底还要保持多久？,,,,,,,,,,
,109,,,,,,什么时候才能到？是去哪？要你做什么吗？,,,,,,,,,,
,110,,,,,,更难受的是，陈姐只是侧头看向窗外，没说一句话。,,,,,,,,,,
,111,,,,,,车内安静得有些诡异，这让作为闯入者的你更加坐立难安。,,,,,,,,,,
,112,,,,,,所以这算是同意了？不签合约吗？如果签合约，这次你一定会逐字逐句地检查……,,,,,,,,,,
,113,,,,,,…………,,,,,,,,,,
,114,,旁白,,,,真没人说话？,,,,,,,,,,
,115,,,,,,…………,,,,,,,,,,
,116,,姜韶平,姜韶平-紧张,,,请问…我们现在是去哪，,,,,,,,,,,
,117,,,,,,请问…我们现在是去哪，有人知道……,,,,,,,,,,
,118,,,,,,请问…我们现在是去哪，有人知道……吗…？,,,,,,,,,,
,119,,阿宝,空,,,…………,,,,,,,,,,
,120,,阿福,,,,…………,,,,,,,,,,
,121,,姜韶平,姜韶平-紧张,,,好、好吧……到了就知……,,,,,,,,,,
,122,,空,空,,,,,刹车,画面抖动,,,,,,,
,123,场景-车内,旁白,,,空,车子忽然停下，你差点咬到舌头。,,,无刷屏转场,,,,,,,
,124,,姜韶平,姜韶平-错愕,,,？！,,,,,,,,,,
,125,,阿福,空,,,到了。,,,,,,,,,,
,126,,旁白,,,,阿福利落地下了车，从另一侧给陈姐那边开了门。,,开车门,CG渐出,,,,,,,
,127,,阿宝,,阿宝-生闷气,空,快下去呀！,,,正立绘渐入,,,,,,,
,128,,旁白,,空,,在阿宝的催促下，你跟着下了车，触地的那刻腿有些发麻。,150,,,,,,,,,
,129,,旁白,空,空,CG-陈姐小平车内,每次右转弯，为了不滑到陈姐那边去，你都死命抓住把手，绷直全身。,,车子行进,CG渐入,,,,,,,
,130,场景-车内,,,,,你不禁想，这别扭的姿势到底还要保持多久？,,,,,,,,,,
,131,,,,,,什么时候才能到？是去哪？要你做什么吗？,,,,,,,,,,
,132,,,,,,更难受的是，陈姐只是侧头看向窗外，没说一句话。,,,,,,,,,,
,133,,,,,,车内安静得有些诡异，这让作为闯入者的你更加坐立难安。,,,,,,,,,,
,134,,,,,,所以这算是同意了？不签合约吗？如果签合约，这次你一定会逐字逐句地检查……,,,,,,,,,,
,135,,,,,,…………,,,,,,,,,,
,136,,旁白,,,,真没人说话？,,,,,,,,,,
,137,,,,,,…………,,,,,,,,,,
,138,,姜韶平,姜韶平-紧张,,,请问…我们现在是去哪，,,,,,,,,,,
,139,,,,,,请问…我们现在是去哪，有人知道……,,,,,,,,,,
,140,,,,,,请问…我们现在是去哪，有人知道……吗…？,,,,,,,,,,
,141,,阿宝,空,,,…………,,,,,,,,,,
,142,,阿福,,,,…………,,,,,,,,,,
,143,,姜韶平,姜韶平-紧张,,,好、好吧……到了就知……,,,,,,,,,,
,144,,空,空,,,,,刹车,画面抖动,,,,,,,
,145,场景-车内,旁白,,,空,车子忽然停下，你差点咬到舌头。,,,CG渐出,,,,,,,
,146,,姜韶平,姜韶平-错愕,,空,？！,,,,,,,,,,
,147,,阿福,空,,,到了。,,,,,,,,,,
,148,,旁白,,,,前座的二人利落地下了车，阿福从另一侧给陈姐那边开了门。,,开车门,CG渐出,,,,,,,
,149,,,,,空,你跟着下了车，触地的那刻腿有些发麻。,150,,,,,,,,,
,150,场景-制片厂,空,,,,,,鸟叫,场景弹窗,,,,,,,
,151,,旁白,,,,空气很清新，从周围的绿化程度来看，应该是在山里。,,,,,,,,,,
,152,,,,,,你们所在的空地上已经停满了车，旁边是一座墙皮脱落的白色连体建筑，像废弃的巨型仓库。,,,音效淡出,,,,,,,
,153,,,,,,看到这座建筑，你才意识到自己对这地方并不陌生。,,,,,,,,,,
,154,,姜韶平,姜韶平-惊讶,,,居然是……浑水制片厂吗。,,,,,,,,,,
,155,,阿福,空,阿福-说话,,怎么，你来过？,,,正立绘渐入,,,,,,,
,156,,姜韶平,姜韶平-说话,,,嗯，大二的暑假，有在这兼过职。,,,,,,,,,,
,157,,阿福,空,阿福-自信笑,,嚯，那还正好。,,,,,,,,,,
,158,,旁白,,空,,你们跟着陈姐往建筑里走，不到一百米就看到了2号片厂的大门。,,走路,,,,,,,,
,159,,,,,,已是开工时间，大门却是闭着，有群人神色凝重地聚在门口抽烟。,,,音乐渐入,,,,,,,悲伤下雨-Patreon Challenge 01
,160,,姜韶平,姜韶平-惊吓,,,欸、这是……,,,,,,,,,,
,161,,阿宝,空,阿宝-吹口哨,,真行啊。,,吹口哨,正立绘渐入,,,,,,,
,162,,旁白,,空,,和你记忆中不同的是，那扇巨大的灰色铁门约莫三米高处，炸开了一朵不规则的大红花。,,,,,,,,,,
,163,,,,,,扎眼的红顺着铁皮的波纹一路淌到地面，那群人站在门下，像是被困在一场红色的雨里。,,,,,,,,,,
,164,,,,,,见到陈姐，抽烟的人迅速将烟蒂扔在脚下踩灭，其中一人迎了上来。,,,,,,,,,,
,165,,导演,,,,陈老板，您来了。您看这……,,,,,,,,,,
,166,,陈玉澍,,陈玉澍-皱眉,,都这个点了，怎么还不开工？,,,正立绘渐入,,,,,,,
,167,,,,陈玉澍-玩味-1,,不会被人泼了点儿红油漆就不打算按时交片了吧？,,,,,,,,,,
,168,,导演,,,,唉，不是我们不想开……您看看这，明显是有人捣鬼。,,,,,,,,,,
,169,,,,,,现在整个剧组人心惶惶，编剧也放鸽子了，听说她收到个邮包——里面是子弹啊！,,,,,,,,,,
,170,,阿福,,阿福-说话,,都快21世纪了，那帮人还在玩这套呢。,,,正立绘渐入,,,,,,,
,171,,阿宝,,阿宝-嘟嘟嘴-2,,好有新意~,,,正立绘渐入,,,,,,,
,172,,姜韶平,姜韶平-错愕,空,,所以这个是……,,,,,,,,,,
,173,,旁白,空,,,你小声询问身边的阿宝。,,,,,,,,,,
,174,,,,,,你在制片厂工作的时间短暂，没见过这阵仗。在演艺学院上学的时候，倒是听同学聊过——哪哪的剧组又因为什么原因被泼油漆啦、演员被绑架啦、被寄了死亡威胁一类的。,,,,,,,,,,
,175,,,,,,说起来在这行不算什么新鲜事，但今天第一次亲眼见到，还是冲击力十足。,,,,,,,,,,
,176,,陈玉澍,,陈玉澍-皱眉,,徐导，你也是拍过这么多片的人了，这点小事还能安排不过来？,,,正立绘渐入,,,,,,,
,177,,,,,,定好的两周交片，要是违约……,,,,,,,,,,
,178,,,,陈玉澍-皱眉-笑,,定好的两周交片，要是违约……你知道后果的。,,,,,,,,,,
,179,,导演,,,,这，我不是那个意思，我们肯定按时交片，只是担心人身安全这块……,,,,,,,,,,
,180,,陈玉澍,,陈玉澍-平淡,,油漆的事，我会处理，你只管按时交片就行。,,,,,,,,,,
,181,,,,陈玉澍-玩味-1,,你要是缺编剧，正好，我带了，借你用用也行。,,,,,,,,,,
,182,,,,,,按天算钱。,,,,,,,,,,
,183,,姜韶平,姜韶平-疑问,,,……？,,,,,,,,,,
,184,,旁白,空,,,所有人的目光顿时聚集在你身上。,,,,,,,,,,
,185,,姜韶平,姜韶平-惊吓,,,欸？,,,,,,,,,,
,186,,,,,,我吗？,,,,,,,,,,
,187,,阿宝,空,阿宝-眯眼笑-1,,这下有工作咯~,,,正立绘渐入,,,,,,,
,188,,导演,,空,,这个年轻人吗……也行，既然是陈老板带的人，想必不会差。,,,,,,,,,,
,189,,姜韶平,姜韶平-惊吓,,,可是我完全不清楚……,,,,,,,,,,
,190,,导演,空,,,我让场记把大纲和之前的剧本拿给你，你接着写，写了就给我。,,,,,,,,,,
,191,,,,,,记得垫张复写纸。,,,,,,,,,,
,192,,旁白,,,,导演火速调整状态，招呼剧组的人开工。厂门吱吱呀呀地卷了上去，刺眼的红色消失了。,,卷帘门,,,,,,,,
,193,,陈玉澍,,陈玉澍-闭眼-笑,,这不就对了。,,,正立绘渐入,,,,,,,
,194,,,,陈玉澍-玩味,,阿平，你不是想干活吗？现成的机会。,,,,,,,,,,
,195,,姜韶平,姜韶平-严肃,,,我倒是可以干……但您得付我报酬。,,,,,,,,,,
,196,,陈玉澍,空,陈玉澍-玩味,,一分钱一分货，我什么时候亏待过你？,,,,,,,,,,
,197,,姜韶平,姜韶平-无语,,,您倒是真敢说……,,,,,,,,,,
,198,,,空,空,,您倒是真敢说……算了。,,,,,,,,,,
,199,场景-制片厂厂房,空,,,,,,,场景弹窗,,,,,,,
,200,,旁白,,,,你被场记带到一处简陋的桌椅前，桌上墨迹斑斑，铺满了稿纸和复写纸。,,,,,,,,,,
,201,,,,,,以前在剧组兼职的时候，你也见过好几个在现场奋笔勤书的编剧，业内都称之为“飞纸仔”。,,,,,,,,,,
,202,,,,,,编剧要在现场写剧本给导演看，不过就打回去重写，过了，立马就到演员手上试戏，不出十分钟就会开始拍摄。,,,,,,,,,,
,203,,,,,,像这样高强度的流水线工作，大部分电影在三周之内就能从开镜到上映，随后剧组可以立马投入下一部的拍摄中。,,,,,,,,,,
,204,,,,,,正是无法接受这样把才华当燃油消耗的体制，你才不愿呆在影视业。,,,,,,,,,,
,205,,,,,,如果真的要给陈姐工作，想必这就是你未来的命运吧。,,,,,,,,,,
,206,,姜韶平,姜韶平-恼怒,,,（可恶……我才不会如你所愿。）,,,,,,,,,,
,207,,旁白,空,,,带着某种忍辱负重的悲壮，你投入进自己并不喜欢的工作中。,,,,,,,,,,
,208,场景-制片厂厂房,,,空,黑屏,,,,无刷屏转场,,,,,,,
,209,,旁白,,空,空,场记跑着将你改完的剧本分发给演员，天色已黑，这是当日最后一场戏，今天的工作终于要结束了。,,,,,,,,,,
,210,,,,,,你如释重负地靠在椅子上，脸因用脑过度而发烫，手也因为高强度书写而酸得不行。,,靠在椅子上,,,,,,,,
,211,,,,,,在奋笔疾书的间隙，你瞥见陈姐和阿福说了些什么，之后就没见到她。现在陈姐见你得空，从导演那边走了过来。,,,,,,,,,,
,212,,陈玉澍,,陈玉澍-眯眼笑,,徐导夸你了，干得不错，阿平。,,,正立绘渐入,,,,,,,
,213,,旁白,,空,,她将一包褐色的液体放在桌上，包装上写着×记凉茶的字样。,,,,,,,,,,
,214,,姜韶平,姜韶平-认命,,,谢谢，我已经够命苦了，不想再喝这么苦的东西了……,,,,,,,,,,
,215,,陈玉澍,空,陈玉澍-眯眼笑,,你脸容易红，就是虚火旺，多喝廿四味，下下火。,,,,,,,,,,
,216,,姜韶平,姜韶平-认命,,,我这是用脑过度……唉，算了。,,,,,,,,,,
,217,,旁白,空,空,,没力气再客气，你撕开袋子，灌了一大口温热苦涩的药茶进肚，苦得人直皱眉，倒确实清醒不少 。,,,,,,,,,,
,218,,,,空,CG-片场-2,陈姐在你旁边坐下，少见地没再说些刻薄的话。她看向不远处的演员，正拍着你刚写好的剧本。,,,镜头缓慢放大,,,,,,,
,219,,,,,,她的态度相比今早缓和不少。,,,,,,,,,,
,220,,,,,,其实之前也这样，偶尔像个平常的长辈，说几句关心或肯定的话，你就以为受到了认可，再为这些随口的肯定偷偷开心许久。,,,,,,,,,,
,221,,,,,,同样的话，现在却让人难以接受。,,,,,,,,,,
,222,,,,,,你再次意识到，陈姐表露的一切好意，都是因为你有用。,,,,,,,,,,
,223,,,,,,你也看向演员。,,,,,,,,,,
,224,,,,,,一个帮会成员正把钞票往桌上摞，另一个人拿枪抵着他的头，导演让强光把两个人都照得煞白——真相大白的时刻。,,,,,,,,,,
,225,,,,,,人们总是喜欢看这些，明明自己的生活时时刻刻都在受到这些人的威胁，却偏偏要花钱买票去看他们的故事，为所谓的江湖义气流泪买单。,,,,,,,,,,
,226,,,,,,你不爱看这类戏，但它们无处不在，用基本的剧作技巧对以前的作品模仿重组，就连今天才加入剧组的你，也能快速写出能拍的本子。,,,,,,,,,,
,227,,,,,,就是这样粗制滥造的影片，上映后也能赚个盆满钵满，演员、导演、商人、黑社会……没有人不会爱来钱快的东西。,,,,,,,,,,
,228,,,,,,你曾经以为陈姐不一样。她不一样，所以曾经才会做出那样的作品，才会给你的戏投资。,,,,,,,,,,
,229,,,,,,你一直是这么想的。,,,,,,,,,,
,230,,姜韶平,,,,陈姐……,,,,,,,,,,
,231,,陈玉澍,,,,嗯。,,,,,,,,,,
,232,,姜韶平,,,,……既然电影更快更赚钱，您一开始为什么还要投我的戏啊？,,,,,,,,,,
,233,,陈玉澍,,,,……,,,,,,,,,,
,234,,,,,,拍舞台剧有政府津贴，保不准是下一个风口。,,,,,,,,,,
,235,,,,,,押中了就赚，押不中……也有人承担成本。,,,,,,,,,,
,236,,旁白,,,,就是这样俗得令人不得不服的理由，你还是不死心。,,,,,,,,,,
,237,,姜韶平,,,,可…您很多年前，不是也做过舞台剧吗？,,,,,,,,,,
,238,,旁白,,,,她少见地顿了一下。,,,,,,,,,,
,239,,陈玉澍,,,CG-片场-1,…你在哪看到的？,,,镜头渐变特写0,,,,,,,
,240,,旁白,,,,你忽然不想说下去了。,,,,,,,,,,
,241,,,,,,你垂下目光，身后的强光也将你们的影子投射在地面绞成一团的电缆上，像影子人错综复杂的血管构造。,,,,,,,,,,
,242,,,,,,你没由来地生出一种冲动，想现在就扑上去把它们一一理顺。,,,,,,,,,,
,243,,,,,,这头连着灯光架，那头连着摄影机，还有这根只是电源线——,,,,,,,,,,
,244,,,,,,这头连着灯光架，那头连着摄影机，还有这根只是电源线——现在它们混在一起，但里面一定流淌着不同的信号。,,,,,,,,,,
,245,,姜韶平,,,,…………,,,,,,,,,,
,246,,旁白,,,,陈姐看似沉浸在戏中，但从她的脸上看不出对这场戏有任何感受。,,,,,,,,,,
,247,,,,,,事到如今，已经不想承认陈玉澍曾经是你爱上舞台剧的启蒙了。,,,,,,,,,,
,248,,,,,,又或许，当年那时候…做那场戏的人…其实是自己记错了……,,,,,,,,,,
,249,,姜韶平,,,,在……八卦小报上。,,,,,,,,,,
,250,场景-制片厂厂房,空,,,,,,枪声,CG渐出+音乐淡出,,,,,,,
,251,,旁白,,,空,响声打断了胡思乱想，所有人下意识看向一处。,,,,,,,,,,
,252,,,,,,演员手中的枪响了，另一位演员的胸膛炸开血浆，浮夸地向后躺倒。,,,,,,,,,,
,253,,,,,,那一刻，在场的人都被拖进戏里了。,,,,,,,,,,
,254,,,,,,既粗糙又浮夸，但到底是活生生发生在眼前的。,,,,,,,,,,
,255,,,,陈玉澍-皱眉,,陈姐站起身，眼睛还盯着那边。,,,正立绘渐入,,,,,,,
,256,,陈玉澍,,,,……这你写的？,,,,,,,,,,
,257,,,,陈玉澍-闭眼-说话,,太假了，没人会真的开枪。,,,,,,,,,,
,258,,姜韶平,姜韶平-难受,,,电影里不都这么拍……,,,,,,,,,,
,259,,陈玉澍,空,陈玉澍-玩味-1,,呵呵。都是假的，开枪判得久。,,,,,,,,,,
,260,,姜韶平,姜韶平-疑问,,,那是怎么……？,,,,,,,,,,
,261,,陈玉澍,空,陈玉澍-闭眼-笑,,当然是用刀，也就判个7年吧。,,,,,,,,,,
,262,,旁白,,,,她的语气自然得你相信她是真做过这种事。,,,,,,,,,,
,263,,,,,,而你已经决定见怪不怪了。,,,,,,,,,,
,264,,,,,,,,手机铃声,,,,,,,,
,265,,阿宝,,阿宝-说话+陈玉澍-玩味,,老板，有Call。,,,正立绘移右+新立绘左渐入,,,,,,,
,266,,旁白,,,,阿宝不知什么时候出现在你们身后，手里拿着台大哥大递给陈姐。,,,,,,,,,,
,267,,陈玉澍,,陈玉澍-平淡,,……好。走吧。,,,,,,,,,,
,268,,,,陈玉澍-玩味,,阿平，你也一起。,,,,,,,,,,
,269,,姜韶平,姜韶平-疑问,,,去哪呀？,,,,,,,,,,
,270,,阿宝,空,阿宝-眯眼笑-2,,嘿嘿，加场去咯~,,,,,,,,,,
,271,,姜韶平,姜韶平-说话,,,哈……,,,,,,,,,,
,272,,旁白,空,,,二人没做多解释，只默认你跟上，阵阵枪声还在身后回响。,,,,,,,,,,
,273,,空,,空,黑屏,,,车子行进,,,,,,,,
,274,场景-霓虹灯街道,,,,空,,,,无刷屏转场+音效淡出,,,,,,,
,275,,旁白,,,空,你们在市区一处街边下了车。,,夜晚街道,,,,,,,,
,276,,姜韶平,姜韶平-疑问-无问号,,,这里是……,,,,,,,,,,
,277,,旁白,空,,,这条街几乎没有黑暗存在的余地，霓虹灯的招牌层层叠叠地堆满，在夜色中亮着黏稠糜烂的光，建筑里传出的俗套音乐争抢着每个过路人的注意力。,,,,,,,,,,
,278,,,,,,穿着光鲜亮丽的男女从你身旁走过，香水、烟草和汽车尾气混合在一起，令你不禁皱眉。,,,,,,,,,,
,279,,,,,,哪怕从来没在晚上来过，你也知晓此地的盛名——尖南夜场。,,,,,,,,,,
,280,,,,,,白天，这里是半岛最光鲜的地方。,,,,,,,,,,
,281,,,,,,白天，这里是半岛最光鲜的地方。到了夜里，另一副声色犬马，纸醉金迷的面孔便浮现上来。,,,,,,,,,,
